"sci_name"	"genus"	"subfamily"	"family"	"superfamily"	"ITIS_id"
"Speranza varadaria"	"Speranza"	"Ennominae"	"Geometridae"	"Geometroidea"	942803
"Stenaspilatodes antidiscaria"	"Stenaspilatodes"	"Ennominae"	"Geometridae"	"Geometroidea"	942842
"Stenoporpia polygrammaria"	"Stenoporpia"	"Ennominae"	"Geometridae"	"Geometroidea"	942859
"Tacparia detersata"	"Tacparia"	"Ennominae"	"Geometridae"	"Geometroidea"	942892
"Tacparia zalissaria"	"Tacparia"	"Ennominae"	"Geometridae"	"Geometroidea"	942893
"Tetracis cachexiata"	"Tetracis"	"Ennominae"	"Geometridae"	"Geometroidea"	942900
"Tetracis crocallata"	"Tetracis"	"Ennominae"	"Geometridae"	"Geometroidea"	942901
"Tornos abjectarius"	"Tornos"	"Ennominae"	"Geometridae"	"Geometroidea"	942911
"Tornos cinctarius"	"Tornos"	"Ennominae"	"Geometridae"	"Geometroidea"	942913
"Tornos scolopacinaria"	"Tornos"	"Ennominae"	"Geometridae"	"Geometroidea"	942917
"Trigrammia quadrinotaria"	"Trigrammia"	"Ennominae"	"Geometridae"	"Geometroidea"	942922
"Xanthotype attenuaria"	"Xanthotype"	"Ennominae"	"Geometridae"	"Geometroidea"	942952
"Xanthotype rufaria"	"Xanthotype"	"Ennominae"	"Geometridae"	"Geometroidea"	942954
"Xanthotype sospeta"	"Xanthotype"	"Ennominae"	"Geometridae"	"Geometroidea"	942955
"Xanthotype urticaria"	"Xanthotype"	"Ennominae"	"Geometridae"	"Geometroidea"	942956
"Chlorochlamys chloroleucaria"	"Chlorochlamys"	"Geometrinae"	"Geometridae"	"Geometroidea"	941744
"Chloropteryx tepperaria"	"Chloropteryx"	"Geometrinae"	"Geometridae"	"Geometroidea"	941749
"Dichorda iridaria"	"Dichorda"	"Geometrinae"	"Geometridae"	"Geometroidea"	941786
"Hethemia pistasciaria"	"Hethemia"	"Geometrinae"	"Geometridae"	"Geometroidea"	942191
"Nemoria bifilata"	"Nemoria"	"Geometrinae"	"Geometridae"	"Geometroidea"	942441
"Nemoria bistriaria"	"Nemoria"	"Geometrinae"	"Geometridae"	"Geometroidea"	942442
"Nemoria elfa"	"Nemoria"	"Geometrinae"	"Geometridae"	"Geometroidea"	942448
"Nemoria lixaria"	"Nemoria"	"Geometrinae"	"Geometridae"	"Geometroidea"	942455
"Nemoria mimosaria"	"Nemoria"	"Geometrinae"	"Geometridae"	"Geometroidea"	942456
"Nemoria rubrifrontaria"	"Nemoria"	"Geometrinae"	"Geometridae"	"Geometroidea"	942463
"Nemoria saturiba"	"Nemoria"	"Geometrinae"	"Geometridae"	"Geometroidea"	942464
"Nemoria tuscarora"	"Nemoria"	"Geometrinae"	"Geometridae"	"Geometroidea"	942468
"Synchlora aerata"	"Synchlora"	"Geometrinae"	"Geometridae"	"Geometroidea"	942878
"Synchlora frondaria"	"Synchlora"	"Geometrinae"	"Geometridae"	"Geometroidea"	942882
"Acasis viridata"	"Acasis"	"Larentiinae"	"Geometridae"	"Geometroidea"	189145
"Anticlea multiferata"	"Anticlea"	"Larentiinae"	"Geometridae"	"Geometroidea"	189239
"Anticlea vasiliata"	"Anticlea"	"Larentiinae"	"Geometridae"	"Geometroidea"	189238
"Cladara anguilineata"	"Cladara"	"Larentiinae"	"Geometridae"	"Geometroidea"	941754
"Cladara atroliturata"	"Cladara"	"Larentiinae"	"Geometridae"	"Geometroidea"	189148
"Cladara limitaria"	"Cladara"	"Larentiinae"	"Geometridae"	"Geometroidea"	189147
"Coryphista meadii"	"Coryphista"	"Larentiinae"	"Geometridae"	"Geometroidea"	941768
"Costaconvexa centrostrigaria"	"Costaconvexa"	"Larentiinae"	"Geometridae"	"Geometroidea"	941769
"Disclisioprocta stellata"	"Disclisioprocta"	"Larentiinae"	"Geometridae"	"Geometroidea"	941838
"Dyspteris abortivaria"	"Dyspteris"	"Larentiinae"	"Geometridae"	"Geometroidea"	941851
"Dysstroma citrata"	"Dysstroma"	"Larentiinae"	"Geometridae"	"Geometroidea"	189181
"Dysstroma hersiliata"	"Dysstroma"	"Larentiinae"	"Geometridae"	"Geometroidea"	189183
"Dysstroma truncata"	"Dysstroma"	"Larentiinae"	"Geometridae"	"Geometroidea"	941861
"Entephria separata"	"Entephria"	"Larentiinae"	"Geometridae"	"Geometroidea"	941878
"Epirrhoe alternata"	"Epirrhoe"	"Larentiinae"	"Geometridae"	"Geometroidea"	189223
"Epirrita autumnata"	"Epirrita"	"Larentiinae"	"Geometridae"	"Geometroidea"	941894
"Eubaphe mendica"	"Eubaphe"	"Larentiinae"	"Geometridae"	"Geometroidea"	941917
"Eubaphe meridiana"	"Eubaphe"	"Larentiinae"	"Geometridae"	"Geometroidea"	941918
"Eulithis diversilineata"	"Eulithis"	"Larentiinae"	"Geometridae"	"Geometroidea"	117570
"Eulithis explanata"	"Eulithis"	"Larentiinae"	"Geometridae"	"Geometroidea"	189075
"Eulithis gracilineata"	"Eulithis"	"Larentiinae"	"Geometridae"	"Geometroidea"	941943
"Eulithis molliculata"	"Eulithis"	"Larentiinae"	"Geometridae"	"Geometroidea"	941946
"Eulithis propulsata"	"Eulithis"	"Larentiinae"	"Geometridae"	"Geometroidea"	189071
"Euphyia intermediata"	"Euphyia"	"Larentiinae"	"Geometridae"	"Geometroidea"	941953
"Eupithecia absinthiata"	"Eupithecia"	"Larentiinae"	"Geometridae"	"Geometroidea"	941956
"Eupithecia affinata"	"Eupithecia"	"Larentiinae"	"Geometridae"	"Geometroidea"	941959
"Eupithecia broui"	"Eupithecia"	"Larentiinae"	"Geometridae"	"Geometroidea"	941974
"Eupithecia cimicifugata"	"Eupithecia"	"Larentiinae"	"Geometridae"	"Geometroidea"	941985
"Eupithecia cocoata"	"Eupithecia"	"Larentiinae"	"Geometridae"	"Geometroidea"	941987
"Eupithecia coloradensis"	"Eupithecia"	"Larentiinae"	"Geometridae"	"Geometroidea"	941989
"Eupithecia columbiata"	"Eupithecia"	"Larentiinae"	"Geometridae"	"Geometroidea"	189084
"Eupithecia exudata"	"Eupithecia"	"Larentiinae"	"Geometridae"	"Geometroidea"	941995
"Eupithecia fletcherata"	"Eupithecia"	"Larentiinae"	"Geometridae"	"Geometroidea"	189079
"Eupithecia herefordaria"	"Eupithecia"	"Larentiinae"	"Geometridae"	"Geometroidea"	942003
"Eupithecia indistincta"	"Eupithecia"	"Larentiinae"	"Geometridae"	"Geometroidea"	942007
"Eupithecia jejunata"	"Eupithecia"	"Larentiinae"	"Geometridae"	"Geometroidea"	942012
"Eupithecia lariciata"	"Eupithecia"	"Larentiinae"	"Geometridae"	"Geometroidea"	942018
"Eupithecia matheri"	"Eupithecia"	"Larentiinae"	"Geometridae"	"Geometroidea"	942025
"Eupithecia miserulata"	"Eupithecia"	"Larentiinae"	"Geometridae"	"Geometroidea"	942026
"Eupithecia mutata"	"Eupithecia"	"Larentiinae"	"Geometridae"	"Geometroidea"	189106
"Eupithecia palpata"	"Eupithecia"	"Larentiinae"	"Geometridae"	"Geometroidea"	189082
"Eupithecia peckorum"	"Eupithecia"	"Larentiinae"	"Geometridae"	"Geometroidea"	942041
"Eupithecia perfusca"	"Eupithecia"	"Larentiinae"	"Geometridae"	"Geometroidea"	189098
"Eupithecia regina"	"Eupithecia"	"Larentiinae"	"Geometridae"	"Geometroidea"	942057
"Eupithecia russeliata"	"Eupithecia"	"Larentiinae"	"Geometridae"	"Geometroidea"	189091
"Eupithecia satyrata"	"Eupithecia"	"Larentiinae"	"Geometridae"	"Geometroidea"	189087
"Eupithecia subfuscata"	"Eupithecia"	"Larentiinae"	"Geometridae"	"Geometroidea"	189077
"Eupithecia swettii"	"Eupithecia"	"Larentiinae"	"Geometridae"	"Geometroidea"	942075
"Heterophleps refusaria"	"Heterophleps"	"Larentiinae"	"Geometridae"	"Geometroidea"	942188
"Heterophleps triguttaria"	"Heterophleps"	"Larentiinae"	"Geometridae"	"Geometroidea"	942189
"Horisme intestinata"	"Horisme"	"Larentiinae"	"Geometridae"	"Geometroidea"	189171
"Hydrelia albifera"	"Hydrelia"	"Larentiinae"	"Geometridae"	"Geometroidea"	189245
"Hydrelia condensata"	"Hydrelia"	"Larentiinae"	"Geometridae"	"Geometroidea"	942207
"Hydrelia inornata"	"Hydrelia"	"Larentiinae"	"Geometridae"	"Geometroidea"	942208
"Hydriomena divisaria"	"Hydriomena"	"Larentiinae"	"Geometridae"	"Geometroidea"	189191
"Hydriomena exculpata"	"Hydriomena"	"Larentiinae"	"Geometridae"	"Geometroidea"	942226
"Hydriomena pluviata"	"Hydriomena"	"Larentiinae"	"Geometridae"	"Geometroidea"	942249
"Hydriomena renunciata"	"Hydriomena"	"Larentiinae"	"Geometridae"	"Geometroidea"	189194
"Hydriomena transfigurata"	"Hydriomena"	"Larentiinae"	"Geometridae"	"Geometroidea"	942259
"Lobophora nivigerata"	"Lobophora"	"Larentiinae"	"Geometridae"	"Geometroidea"	189151
"Mesoleuca ruficillata"	"Mesoleuca"	"Larentiinae"	"Geometridae"	"Geometroidea"	189221
"Orthonama obstipata"	"Orthonama"	"Larentiinae"	"Geometridae"	"Geometroidea"	189214
"Perizoma basaliata"	"Perizoma"	"Larentiinae"	"Geometridae"	"Geometroidea"	189235
"Rheumaptera hastata"	"Rheumaptera"	"Larentiinae"	"Geometridae"	"Geometroidea"	189232
"Rheumaptera prunivorata"	"Rheumaptera"	"Larentiinae"	"Geometridae"	"Geometroidea"	942677
"Rheumaptera undulata"	"Rheumaptera"	"Larentiinae"	"Geometridae"	"Geometroidea"	942678
"Spargania magnoliata"	"Spargania"	"Larentiinae"	"Geometridae"	"Geometroidea"	189225
"Stamnodes gibbicostata"	"Stamnodes"	"Larentiinae"	"Geometridae"	"Geometroidea"	942828
"Trichodezia albovittata"	"Trichodezia"	"Larentiinae"	"Geometridae"	"Geometroidea"	189153
"Venusia cambrica"	"Venusia"	"Larentiinae"	"Geometridae"	"Geometroidea"	189241
"Venusia comptaria"	"Venusia"	"Larentiinae"	"Geometridae"	"Geometroidea"	189242
"Xanthorhoe ferrugata"	"Xanthorhoe"	"Larentiinae"	"Geometridae"	"Geometroidea"	189200
"Xanthorhoe iduata"	"Xanthorhoe"	"Larentiinae"	"Geometridae"	"Geometroidea"	189204
"Xanthorhoe labradorensis"	"Xanthorhoe"	"Larentiinae"	"Geometridae"	"Geometroidea"	189198
"Xanthorhoe lacustrata"	"Xanthorhoe"	"Larentiinae"	"Geometridae"	"Geometroidea"	189197
"Xanthorhoe packardata"	"Xanthorhoe"	"Larentiinae"	"Geometridae"	"Geometroidea"	942948
"Cyclophora myrtaria"	"Cyclophora"	"Sterrhinae"	"Geometridae"	"Geometroidea"	941774
"Cyclophora packardi"	"Cyclophora"	"Sterrhinae"	"Geometridae"	"Geometroidea"	941776
"Cyclophora pendulinaria"	"Cyclophora"	"Sterrhinae"	"Geometridae"	"Geometroidea"	189138
"Haematopis grataria"	"Haematopis"	"Sterrhinae"	"Geometridae"	"Geometroidea"	942174
"Idaea bonifata"	"Idaea"	"Sterrhinae"	"Geometridae"	"Geometroidea"	942271
"Idaea demissaria"	"Idaea"	"Sterrhinae"	"Geometridae"	"Geometroidea"	942273
"Idaea eremiata"	"Idaea"	"Sterrhinae"	"Geometridae"	"Geometroidea"	942275
"Idaea furciferata"	"Idaea"	"Sterrhinae"	"Geometridae"	"Geometroidea"	942276
"Idaea micropterata"	"Idaea"	"Sterrhinae"	"Geometridae"	"Geometroidea"	942281
"Idaea obfusaria"	"Idaea"	"Sterrhinae"	"Geometridae"	"Geometroidea"	942285
"Idaea ostentaria"	"Idaea"	"Sterrhinae"	"Geometridae"	"Geometroidea"	942287
"Idaea productata"	"Idaea"	"Sterrhinae"	"Geometridae"	"Geometroidea"	942289
"Idaea scintillularia"	"Idaea"	"Sterrhinae"	"Geometridae"	"Geometroidea"	942292
"Idaea tacturata"	"Idaea"	"Sterrhinae"	"Geometridae"	"Geometroidea"	942294
"Idaea violacearia"	"Idaea"	"Sterrhinae"	"Geometridae"	"Geometroidea"	942295
"Leptostales crossii"	"Leptostales"	"Sterrhinae"	"Geometridae"	"Geometroidea"	942327
"Leptostales laevitaria"	"Leptostales"	"Sterrhinae"	"Geometridae"	"Geometroidea"	942330
"Leptostales pannaria"	"Leptostales"	"Sterrhinae"	"Geometridae"	"Geometroidea"	942332
"Leptostales rubromarginaria"	"Leptostales"	"Sterrhinae"	"Geometridae"	"Geometroidea"	942333
"Lobocleta ossularia"	"Lobocleta"	"Sterrhinae"	"Geometridae"	"Geometroidea"	942346
"Lobocleta peralbata"	"Lobocleta"	"Sterrhinae"	"Geometridae"	"Geometroidea"	942347
"Lobocleta plemyraria"	"Lobocleta"	"Sterrhinae"	"Geometridae"	"Geometroidea"	942348
"Lophosis labeculata"	"Lophosis"	"Sterrhinae"	"Geometridae"	"Geometroidea"	942356
"Pleuroprucha insulsaria"	"Pleuroprucha"	"Sterrhinae"	"Geometridae"	"Geometroidea"	942605
"Scopula aemulata"	"Scopula"	"Sterrhinae"	"Geometridae"	"Geometroidea"	942703
"Scopula cacuminaria"	"Scopula"	"Sterrhinae"	"Geometridae"	"Geometroidea"	942707
"Scopula inductata"	"Scopula"	"Sterrhinae"	"Geometridae"	"Geometroidea"	189134
"Scopula limboundata"	"Scopula"	"Sterrhinae"	"Geometridae"	"Geometroidea"	942713
"Scopula ordinata"	"Scopula"	"Sterrhinae"	"Geometridae"	"Geometroidea"	942715
"Scopula purata"	"Scopula"	"Sterrhinae"	"Geometridae"	"Geometroidea"	942717
"Scopula quadrilineata"	"Scopula"	"Sterrhinae"	"Geometridae"	"Geometroidea"	942718
"Timandra amaturaria"	"Timandra"	"Sterrhinae"	"Geometridae"	"Geometroidea"	942910
"Calledapteryx dryopterata"	"Calledapteryx"	"Epipleminae"	"Uraniidae"	"Geometroidea"	941711
"Callizzia amorata"	"Callizzia"	"Epipleminae"	"Uraniidae"	"Geometroidea"	941712
"Paraclemensia acerifoliella"	"Paraclemensia"	NA	"Incurvariidae"	"Incurvarioidea"	118822
"Tegeticula yuccasella"	"Tegeticula"	"Prodoxinae"	"Prodoxidae"	"Incurvarioidea"	118824
"Malacosoma disstria"	"Malacosoma"	"Lasiocampinae"	"Lasiocampidae"	"Lasiocampoidea"	117544
"Phyllodesma americana"	"Phyllodesma"	"Lasiocampinae"	"Lasiocampidae"	"Lasiocampoidea"	117550
"Apantesis carlotta"	"Apantesis"	"Arctiinae"	"Erebidae"	"Noctuoidea"	937869
"Apantesis nais"	"Apantesis"	"Arctiinae"	"Erebidae"	"Noctuoidea"	937870
"Apantesis phalerata"	"Apantesis"	"Arctiinae"	"Erebidae"	"Noctuoidea"	937871
"Apantesis vittata"	"Apantesis"	"Arctiinae"	"Erebidae"	"Noctuoidea"	937872
"Arctia caja"	"Arctia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	188662
"Cisseps fulvicollis"	"Cisseps"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938199
"Cisthene kentuckiensis"	"Cisthene"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938214
"Cisthene packardii"	"Cisthene"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938217
"Cisthene plumbea"	"Cisthene"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938220
"Cisthene subjecta"	"Cisthene"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938222
"Cisthene tenuifascia"	"Cisthene"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938224
"Clemensia albata"	"Clemensia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938226
"Cosmosoma myrodora"	"Cosmosoma"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938308
"Crambidia casta"	"Crambidia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938312
"Crambidia cephalica"	"Crambidia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938313
"Crambidia lithosioides"	"Crambidia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938316
"Crambidia pallida"	"Crambidia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938318
"Crambidia pura"	"Crambidia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938319
"Crambidia uniformis"	"Crambidia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938321
"Cycnia collaris"	"Cycnia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938382
"Cycnia inopinatus"	"Cycnia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938383
"Cycnia oregonensis"	"Cycnia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938384
"Cycnia tenera"	"Cycnia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938385
"Eilema bicolor"	"Eilema"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938519
"Estigmene acrea"	"Estigmene"	"Arctiinae"	"Erebidae"	"Noctuoidea"	117299
"Euchaetes egle"	"Euchaetes"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938578
"Grammia anna"	"Grammia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938884
"Grammia arge"	"Grammia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938885
"Grammia doris"	"Grammia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938893
"Grammia figurata"	"Grammia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938899
"Grammia parthenice"	"Grammia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938907
"Grammia phyllira"	"Grammia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938909
"Grammia placentia"	"Grammia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938910
"Grammia virgo"	"Grammia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938914
"Grammia virguncula"	"Grammia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938915
"Halysidota cinctipes"	"Halysidota"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938957
"Halysidota harrisii"	"Halysidota"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938959
"Halysidota tessellaris"	"Halysidota"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938961
"Haploa clymene"	"Haploa"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938962
"Haploa colona"	"Haploa"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938963
"Haploa confusa"	"Haploa"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938964
"Haploa contigua"	"Haploa"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938965
"Haploa lecontei"	"Haploa"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938966
"Haploa reversa"	"Haploa"	"Arctiinae"	"Erebidae"	"Noctuoidea"	938967
"Hypercompe scribonia"	"Hypercompe"	"Arctiinae"	"Erebidae"	"Noctuoidea"	939113
"Hyphantria cunea"	"Hyphantria"	"Arctiinae"	"Erebidae"	"Noctuoidea"	117304
"Hypoprepia fucosa"	"Hypoprepia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	939128
"Hypoprepia miniata"	"Hypoprepia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	939130
"Leucanopsis longa"	"Leucanopsis"	"Arctiinae"	"Erebidae"	"Noctuoidea"	939337
"Lophocampa caryae"	"Lophocampa"	"Arctiinae"	"Erebidae"	"Noctuoidea"	117307
"Lophocampa maculata"	"Lophocampa"	"Arctiinae"	"Erebidae"	"Noctuoidea"	117308
"Lycomorpha pholus"	"Lycomorpha"	"Arctiinae"	"Erebidae"	"Noctuoidea"	939423
"Neoplynes eudora"	"Neoplynes"	"Arctiinae"	"Erebidae"	"Noctuoidea"	939608
"Pagara simplex"	"Pagara"	"Arctiinae"	"Erebidae"	"Noctuoidea"	939743
"Platarctia parthenos"	"Platarctia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	188660
"Pygarctia abdominalis"	"Pygarctia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	940084
"Pyrrharctia isabella"	"Pyrrharctia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	117310
"Spilosoma congrua"	"Spilosoma"	"Arctiinae"	"Erebidae"	"Noctuoidea"	940311
"Spilosoma dubia"	"Spilosoma"	"Arctiinae"	"Erebidae"	"Noctuoidea"	940313
"Spilosoma latipennis"	"Spilosoma"	"Arctiinae"	"Erebidae"	"Noctuoidea"	940314
"Spilosoma virginica"	"Spilosoma"	"Arctiinae"	"Erebidae"	"Noctuoidea"	117312
"Utetheisa ornatrix"	"Utetheisa"	"Arctiinae"	"Erebidae"	"Noctuoidea"	940669
"Virbia aurantiaca"	"Virbia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	940670
"Virbia ferruginosa"	"Virbia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	940673
"Virbia laeta"	"Virbia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	940676
"Virbia opella"	"Virbia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	940680
"Virbia rubicundaria"	"Virbia"	"Arctiinae"	"Erebidae"	"Noctuoidea"	940683
"Eublemma minima"	"Eublemma"	"Boletobiinae"	"Erebidae"	"Noctuoidea"	938569
"Hemeroplanis habitalis"	"Hemeroplanis"	"Boletobiinae"	"Erebidae"	"Noctuoidea"	938992
"Hemeroplanis scopulepes"	"Hemeroplanis"	"Boletobiinae"	"Erebidae"	"Noctuoidea"	939001
"Hormoschista latipalpis"	"Hormoschista"	"Boletobiinae"	"Erebidae"	"Noctuoidea"	939057
"Hyperstrotia aetheria"	"Hyperstrotia"	"Boletobiinae"	"Erebidae"	"Noctuoidea"	939116
"Hyperstrotia flaviguttata"	"Hyperstrotia"	"Boletobiinae"	"Erebidae"	"Noctuoidea"	939117
"Hyperstrotia nana"	"Hyperstrotia"	"Boletobiinae"	"Erebidae"	"Noctuoidea"	939118
"Hyperstrotia pervertens"	"Hyperstrotia"	"Boletobiinae"	"Erebidae"	"Noctuoidea"	939119
"Hyperstrotia secta"	"Hyperstrotia"	"Boletobiinae"	"Erebidae"	"Noctuoidea"	939120
"Hyperstrotia villificans"	"Hyperstrotia"	"Boletobiinae"	"Erebidae"	"Noctuoidea"	939121
"Isogona tenuis"	"Isogona"	"Boletobiinae"	"Erebidae"	"Noctuoidea"	939180
"Metalectra albilinea"	"Metalectra"	"Boletobiinae"	"Erebidae"	"Noctuoidea"	939509
"Metalectra diabolica"	"Metalectra"	"Boletobiinae"	"Erebidae"	"Noctuoidea"	939512
"Metalectra discalis"	"Metalectra"	"Boletobiinae"	"Erebidae"	"Noctuoidea"	939513
"Metalectra quadrisignata"	"Metalectra"	"Boletobiinae"	"Erebidae"	"Noctuoidea"	939517
"Metalectra richardsi"	"Metalectra"	"Boletobiinae"	"Erebidae"	"Noctuoidea"	939518
"Metalectra tantillus"	"Metalectra"	"Boletobiinae"	"Erebidae"	"Noctuoidea"	939519
"Oruza albocostaliata"	"Oruza"	"Boletobiinae"	"Erebidae"	"Noctuoidea"	939710
"Phytometra rhodarialis"	"Phytometra"	"Boletobiinae"	"Erebidae"	"Noctuoidea"	939868
"Spargaloma sexpunctata"	"Spargaloma"	"Boletobiinae"	"Erebidae"	"Noctuoidea"	940307
"Calyptra canadensis"	"Calyptra"	"Calpinae"	"Erebidae"	"Noctuoidea"	938038
"Plusiodonta compressipalpis"	"Plusiodonta"	"Calpinae"	"Erebidae"	"Noctuoidea"	939902
"Allotria elonympha"	"Allotria"	"Erebinae"	"Erebidae"	"Noctuoidea"	937695
"Amolita fessa"	"Amolita"	"Erebinae"	"Erebidae"	"Noctuoidea"	937703
"Amolita obliqua"	"Amolita"	"Erebinae"	"Erebidae"	"Noctuoidea"	937705
"Amolita roseola"	"Amolita"	"Erebinae"	"Erebidae"	"Noctuoidea"	937706
"Argyrostrotis anilis"	"Argyrostrotis"	"Erebinae"	"Erebidae"	"Noctuoidea"	937888
"Argyrostrotis deleta"	"Argyrostrotis"	"Erebinae"	"Erebidae"	"Noctuoidea"	937891
"Argyrostrotis erasa"	"Argyrostrotis"	"Erebinae"	"Erebidae"	"Noctuoidea"	937893
"Argyrostrotis flavistriaria"	"Argyrostrotis"	"Erebinae"	"Erebidae"	"Noctuoidea"	937894
"Argyrostrotis quadrifilaris"	"Argyrostrotis"	"Erebinae"	"Erebidae"	"Noctuoidea"	937896
"Argyrostrotis sylvarum"	"Argyrostrotis"	"Erebinae"	"Erebidae"	"Noctuoidea"	937897
"Ascalapha odorata"	"Ascalapha"	"Erebinae"	"Erebidae"	"Noctuoidea"	117370
"Caenurgia chloropha"	"Caenurgia"	"Erebinae"	"Erebidae"	"Noctuoidea"	938024
"Caenurgina crassiuscula"	"Caenurgina"	"Erebinae"	"Erebidae"	"Noctuoidea"	117378
"Caenurgina erechtea"	"Caenurgina"	"Erebinae"	"Erebidae"	"Noctuoidea"	938028
"Catocala alabamae"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938066
"Catocala amatrix"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938067
"Catocala amestris"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938068
"Catocala amica"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938069
"Catocala andromedae"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938071
"Catocala angusi"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938072
"Catocala blandula"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938077
"Catocala cara"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938081
"Catocala carissima"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938082
"Catocala cerogama"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938083
"Catocala clintonii"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938085
"Catocala coccinata"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938086
"Catocala concumbens"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938087
"Catocala connubialis"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938088
"Catocala Connubialis"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938088
"Catocala consors"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938089
"Catocala crataegi"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938090
"Catocala dejecta"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938091
"Catocala dulciola"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938094
"Catocala epione"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938096
"Catocala flebilis"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938098
"Catocala gracilis"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938100
"Catocala grisatra"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938101
"Catocala grynea"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938103
"Catocala habilis"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938104
"Catocala herodias"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938106
"Catocala ilia"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	189015
"Catocala illecta"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938107
"Catocala innubens"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938108
"Catocala insolabilis"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938109
"catocala jair"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938111
"Catocala jair"	"Catocala"	"Erebinae"	"Erebidae"	"Noctuoidea"	938111
