"cell","year","jd_wk","obs_days"
90.1,2019,224,1
114.1,2017,189,1
114.1,2017,210,1
114.1,2017,259,1
114.1,2018,266,1
114.1,2019,189,1
115.1,2017,154,1
115.1,2017,210,1
115.1,2017,217,2
115.1,2018,203,1
115.1,2018,210,1
115.1,2019,175,2
115.1,2019,189,1
115.1,2019,196,2
115.1,2019,203,1
115.1,2019,210,1
115.1,2019,217,1
115.1,2019,224,1
116.1,2017,189,1
116.1,2018,252,1
116.1,2019,168,1
116.1,2019,175,2
116.1,2019,182,1
116.1,2019,189,2
116.1,2019,196,4
116.1,2019,203,2
116.1,2019,210,3
116.1,2019,217,3
116.1,2019,224,1
116.1,2019,231,1
118.1,2019,210,1
143.1,2017,259,1
143.1,2019,182,1
144.1,2019,189,1
146.1,2019,196,1
171.1,2018,161,1
171.1,2018,175,1
171.1,2018,182,1
172.1,2018,210,1
172.1,2018,224,1
172.1,2019,154,1
173.1,2018,238,1
198.1,2017,140,2
198.1,2018,126,1
198.1,2018,133,1
198.1,2019,77,1
198.1,2019,84,1
198.1,2019,224,1
199.1,2017,154,1
199.1,2017,196,1
199.1,2017,210,1
199.1,2018,133,1
199.1,2018,140,1
199.1,2018,175,1
199.1,2018,182,2
199.1,2019,154,2
199.1,2019,182,1
199.1,2019,196,2
199.1,2019,203,1
199.1,2019,210,1
200.1,2018,210,1
201.1,2017,210,2
227.1,2018,189,1
227.1,2019,189,13
254.1,2019,196,1
254.1,2019,203,3
255.1,2019,217,1
258.1,2018,224,1
280.1,2017,266,1
280.1,2017,273,1
280.1,2017,294,1
280.1,2018,273,5
280.1,2019,175,1
280.1,2019,182,6
280.1,2019,189,2
281.1,2019,175,3
282.1,2019,203,3
284.1,2019,189,1
285.1,2017,154,1
285.1,2017,189,3
285.1,2017,217,1
285.1,2017,224,1
285.1,2018,182,1
285.1,2018,210,2
285.1,2019,182,1
285.1,2019,217,2
287.1,2018,203,1
307.1,2017,182,1
307.1,2018,168,2
307.1,2019,182,1
308.1,2019,189,1
309.1,2017,238,1
309.1,2019,168,1
309.1,2019,196,2
309.1,2019,203,1
309.1,2019,210,3
309.1,2019,217,1
309.1,2019,224,1
310.1,2018,245,2
310.1,2019,203,2
310.1,2019,224,1
312.1,2019,147,1
312.1,2019,224,2
335.1,2017,0,1
335.1,2017,217,1
335.1,2017,238,1
335.1,2018,175,1
335.1,2018,189,1
335.1,2018,196,1
335.1,2018,217,1
335.1,2018,252,1
335.1,2019,147,1
335.1,2019,154,4
335.1,2019,161,1
335.1,2019,182,3
335.1,2019,189,2
335.1,2019,203,3
335.1,2019,210,1
335.1,2019,217,4
335.1,2019,224,2
335.1,2019,231,1
336.1,2017,154,1
336.1,2018,182,1
336.1,2018,210,1
336.1,2018,224,1
336.1,2018,273,1
336.1,2019,140,6
336.1,2019,182,1
336.1,2019,189,1
336.1,2019,196,1
336.1,2019,203,2
336.1,2019,210,2
336.1,2019,217,1
336.1,2019,231,2
337.1,2017,231,1
337.1,2017,266,1
337.1,2018,175,1
337.1,2018,189,1
339.1,2018,196,1
339.1,2019,203,2
340.1,2018,238,1
362.1,2017,133,1
362.1,2018,182,1
362.1,2018,210,1
362.1,2018,217,1
362.1,2018,224,1
362.1,2018,238,2
362.1,2018,252,1
362.1,2019,42,1
362.1,2019,126,2
362.1,2019,147,1
362.1,2019,154,1
362.1,2019,161,1
362.1,2019,196,1
362.1,2019,203,3
362.1,2019,224,3
362.1,2019,231,2
363.1,2017,140,1
363.1,2017,147,1
363.1,2017,161,1
363.1,2017,168,2
363.1,2017,182,1
363.1,2017,189,5
363.1,2017,203,4
363.1,2017,210,6
363.1,2017,217,3
363.1,2017,224,9
363.1,2017,231,6
363.1,2017,238,2
363.1,2017,245,1
363.1,2017,252,2
363.1,2017,259,1
363.1,2017,266,2
363.1,2017,280,1
363.1,2017,301,1
363.1,2017,315,1
363.1,2018,161,1
363.1,2018,168,1
363.1,2018,175,1
363.1,2018,182,6
363.1,2018,189,3
363.1,2018,196,7
363.1,2018,203,4
363.1,2018,210,6
363.1,2018,217,5
363.1,2018,224,11
363.1,2018,231,13
363.1,2018,238,6
363.1,2018,245,5
363.1,2018,252,1
363.1,2018,259,2
363.1,2018,266,6
363.1,2018,273,3
363.1,2018,280,3
363.1,2018,287,5
363.1,2018,294,1
363.1,2018,308,2
363.1,2019,91,1
363.1,2019,112,1
363.1,2019,119,2
363.1,2019,140,5
363.1,2019,147,1
363.1,2019,154,3
363.1,2019,161,7
363.1,2019,168,3
363.1,2019,175,6
363.1,2019,182,6
363.1,2019,189,9
363.1,2019,196,24
363.1,2019,203,19
363.1,2019,210,29
363.1,2019,217,25
363.1,2019,224,18
363.1,2019,231,18
363.1,2019,238,1
364.1,2017,252,1
364.1,2017,259,1
364.1,2017,266,2
364.1,2017,287,1
364.1,2018,168,1
364.1,2018,196,1
364.1,2018,210,2
364.1,2018,217,1
364.1,2018,224,3
364.1,2018,252,1
364.1,2019,119,1
364.1,2019,126,1
364.1,2019,140,5
364.1,2019,147,1
364.1,2019,161,1
364.1,2019,189,2
364.1,2019,203,3
364.1,2019,210,2
364.1,2019,217,6
364.1,2019,224,1
364.1,2019,231,2
365.1,2017,140,1
365.1,2017,210,1
365.1,2017,252,1
365.1,2017,259,2
365.1,2018,154,2
365.1,2018,203,1
365.1,2018,259,1
365.1,2018,266,1
365.1,2019,196,1
365.1,2019,203,1
365.1,2019,210,2
366.1,2017,161,1
366.1,2017,189,1
366.1,2017,217,1
366.1,2018,196,2
366.1,2018,203,1
366.1,2018,217,2
366.1,2018,224,2
366.1,2018,231,3
366.1,2019,203,2
366.1,2019,210,2
366.1,2019,217,4
366.1,2019,231,6
370.1,2019,203,1
389.1,2017,175,1
389.1,2017,196,1
389.1,2017,210,1
389.1,2017,217,2
389.1,2017,231,1
389.1,2017,238,1
389.1,2017,245,2
389.1,2017,252,1
389.1,2017,259,1
389.1,2017,266,2
389.1,2018,147,1
389.1,2018,175,2
389.1,2018,182,1
389.1,2018,189,1
389.1,2018,196,1
389.1,2018,203,3
389.1,2018,210,1
389.1,2018,217,1
389.1,2018,224,1
389.1,2018,231,3
389.1,2018,238,1
389.1,2018,245,2
389.1,2018,259,3
389.1,2018,266,1
389.1,2018,287,3
389.1,2018,308,1
389.1,2019,175,1
389.1,2019,196,1
389.1,2019,210,1
389.1,2019,217,1
389.1,2019,224,2
389.1,2019,231,2
390.1,2017,133,1
390.1,2017,140,2
390.1,2017,154,3
390.1,2017,161,6
390.1,2017,168,2
390.1,2017,182,1
390.1,2017,196,5
390.1,2017,203,4
390.1,2017,210,9
390.1,2017,217,8
390.1,2017,224,10
390.1,2017,231,16
390.1,2017,238,6
390.1,2017,245,6
390.1,2017,252,5
390.1,2017,259,3
390.1,2017,266,8
390.1,2017,273,6
390.1,2017,280,6
390.1,2017,287,2
390.1,2017,294,4
390.1,2017,301,6
390.1,2017,308,3
390.1,2017,315,1
390.1,2017,322,1
390.1,2017,336,1
390.1,2017,343,1
390.1,2018,63,1
390.1,2018,70,1
390.1,2018,112,3
390.1,2018,126,1
390.1,2018,133,2
390.1,2018,140,2
390.1,2018,147,2
390.1,2018,154,2
390.1,2018,161,2
390.1,2018,168,5
390.1,2018,175,3
390.1,2018,182,6
390.1,2018,189,7
390.1,2018,196,6
390.1,2018,203,10
390.1,2018,210,17
390.1,2018,217,24
390.1,2018,224,28
390.1,2018,231,18
390.1,2018,238,15
390.1,2018,245,13
390.1,2018,252,11
390.1,2018,259,24
390.1,2018,266,11
390.1,2018,273,7
390.1,2018,280,9
390.1,2018,287,8
390.1,2018,294,3
390.1,2018,301,7
390.1,2018,308,3
390.1,2018,315,2
390.1,2018,322,2
390.1,2018,343,2
390.1,2019,56,1
390.1,2019,98,1
390.1,2019,112,2
390.1,2019,119,1
390.1,2019,126,1
390.1,2019,133,3
390.1,2019,140,5
390.1,2019,147,1
390.1,2019,154,5
390.1,2019,161,4
390.1,2019,168,5
390.1,2019,175,8
390.1,2019,182,10
390.1,2019,189,9
390.1,2019,196,15
390.1,2019,203,20
390.1,2019,210,25
390.1,2019,217,19
390.1,2019,224,21
390.1,2019,231,15
390.1,2019,238,2
391.1,2017,147,2
391.1,2017,189,1
391.1,2017,203,2
391.1,2017,210,4
391.1,2017,252,1
391.1,2017,259,1
391.1,2017,266,1
391.1,2017,273,2
391.1,2017,287,1
391.1,2018,63,1
391.1,2018,133,3
391.1,2018,154,2
391.1,2018,161,1
391.1,2018,168,1
391.1,2018,175,1
391.1,2018,189,1
391.1,2018,196,2
391.1,2018,210,1
391.1,2018,217,5
391.1,2018,224,4
391.1,2018,231,4
391.1,2018,245,3
391.1,2018,259,1
391.1,2018,273,2
391.1,2018,287,1
391.1,2018,301,1
391.1,2019,91,1
391.1,2019,133,10
391.1,2019,140,2
391.1,2019,147,1
391.1,2019,154,1
391.1,2019,161,2
391.1,2019,168,3
391.1,2019,175,6
391.1,2019,182,9
391.1,2019,189,4
391.1,2019,196,1
391.1,2019,203,5
391.1,2019,210,4
391.1,2019,217,2
391.1,2019,224,7
391.1,2019,231,6
391.1,2019,238,1
392.1,2017,175,3
392.1,2017,224,1
392.1,2017,231,1
392.1,2017,259,1
392.1,2018,126,1
392.1,2018,140,1
392.1,2018,175,1
392.1,2018,182,3
392.1,2018,189,1
392.1,2018,196,1
392.1,2018,203,1
392.1,2018,210,1
392.1,2018,217,1
392.1,2018,238,2
392.1,2018,245,2
392.1,2018,301,1
392.1,2019,77,1
392.1,2019,91,1
392.1,2019,98,1
392.1,2019,119,1
392.1,2019,140,3
392.1,2019,147,1
392.1,2019,154,1
392.1,2019,168,1
392.1,2019,175,2
392.1,2019,182,1
392.1,2019,196,3
392.1,2019,203,4
392.1,2019,210,5
392.1,2019,217,8
392.1,2019,224,6
392.1,2019,231,4
393.1,2017,238,3
393.1,2017,245,9
393.1,2018,133,1
393.1,2018,154,1
393.1,2018,182,1
393.1,2018,196,3
393.1,2018,203,3
393.1,2018,210,4
393.1,2018,231,1
393.1,2018,238,1
393.1,2018,301,1
393.1,2019,112,1
393.1,2019,161,2
393.1,2019,196,5
393.1,2019,203,1
393.1,2019,210,4
393.1,2019,217,2
393.1,2019,224,6
393.1,2019,231,4
394.1,2018,119,1
394.1,2018,196,2
394.1,2018,231,1
394.1,2018,238,1
394.1,2018,259,1
394.1,2019,168,1
394.1,2019,189,1
394.1,2019,203,1
394.1,2019,217,1
394.1,2019,224,1
394.1,2019,231,2
395.1,2017,210,1
395.1,2019,0,1
395.1,2019,217,1
397.1,2018,231,1
397.1,2019,203,1
416.1,2017,147,1
416.1,2017,161,2
416.1,2017,168,2
416.1,2017,175,1
416.1,2017,189,1
416.1,2017,203,2
416.1,2017,210,1
416.1,2017,217,1
416.1,2017,231,2
416.1,2017,252,1
416.1,2017,266,1
416.1,2017,273,1
416.1,2017,280,2
416.1,2017,294,1
416.1,2018,56,1
416.1,2018,119,2
416.1,2018,140,1
416.1,2018,168,2
416.1,2018,182,1
416.1,2018,189,2
416.1,2018,196,3
416.1,2018,203,2
416.1,2018,210,2
416.1,2018,217,1
416.1,2018,231,1
416.1,2018,245,2
416.1,2018,252,2
416.1,2018,259,4
416.1,2018,280,1
416.1,2018,287,1
416.1,2019,112,1
416.1,2019,126,3
416.1,2019,140,2
416.1,2019,154,2
416.1,2019,175,1
416.1,2019,182,2
416.1,2019,196,4
416.1,2019,203,2
416.1,2019,210,5
416.1,2019,217,2
416.1,2019,224,4
416.1,2019,231,1
417.1,2017,0,1
417.1,2017,147,1
417.1,2017,161,2
417.1,2017,168,1
417.1,2017,175,1
417.1,2017,182,1
417.1,2017,189,4
417.1,2017,196,2
417.1,2017,203,4
417.1,2017,210,4
417.1,2017,217,7
417.1,2017,224,9
417.1,2017,231,20
417.1,2017,238,5
417.1,2017,245,10
417.1,2017,252,6
417.1,2017,259,2
417.1,2017,266,7
417.1,2017,273,6
417.1,2017,280,2
417.1,2017,287,3
417.1,2017,301,1
417.1,2017,315,1
417.1,2018,21,1
417.1,2018,35,1
417.1,2018,84,1
417.1,2018,105,2
417.1,2018,112,1
417.1,2018,119,1
417.1,2018,126,2
417.1,2018,133,2
417.1,2018,140,1
417.1,2018,154,4
417.1,2018,161,3
417.1,2018,168,1
417.1,2018,182,3
417.1,2018,189,6
417.1,2018,196,7
417.1,2018,203,9
417.1,2018,210,10
417.1,2018,217,12
417.1,2018,224,6
417.1,2018,231,8
417.1,2018,238,15
417.1,2018,245,8
417.1,2018,252,5
417.1,2018,259,7
417.1,2018,266,6
417.1,2018,273,5
417.1,2018,280,3
417.1,2018,287,8
417.1,2018,294,4
417.1,2018,308,2
417.1,2018,315,2
417.1,2018,350,1
417.1,2019,0,1
417.1,2019,56,1
417.1,2019,77,1
417.1,2019,98,1
417.1,2019,105,3
417.1,2019,119,1
417.1,2019,133,2
417.1,2019,140,4
417.1,2019,147,4
417.1,2019,154,2
417.1,2019,161,7
417.1,2019,168,8
417.1,2019,175,12
417.1,2019,182,11
417.1,2019,189,12
417.1,2019,196,11
417.1,2019,203,13
417.1,2019,210,11
417.1,2019,217,22
417.1,2019,224,11
417.1,2019,231,12
417.1,2019,238,1
418.1,2017,63,1
418.1,2017,98,1
418.1,2017,133,2
418.1,2017,161,1
418.1,2017,175,2
418.1,2017,210,1
418.1,2017,217,1
418.1,2017,224,1
418.1,2017,287,1
418.1,2017,322,1
418.1,2018,84,1
418.1,2018,126,1
418.1,2018,140,1
418.1,2018,154,2
418.1,2018,168,2
418.1,2018,175,1
418.1,2018,203,1
418.1,2018,217,2
418.1,2018,231,2
418.1,2018,245,1
418.1,2018,252,1
418.1,2018,259,2
418.1,2018,266,1
418.1,2018,287,1
418.1,2018,301,3
418.1,2019,77,1
418.1,2019,84,1
418.1,2019,126,2
418.1,2019,133,1
418.1,2019,140,2
418.1,2019,147,4
418.1,2019,154,1
418.1,2019,161,1
418.1,2019,168,3
418.1,2019,175,3
418.1,2019,182,2
418.1,2019,189,3
418.1,2019,196,2
418.1,2019,203,4
418.1,2019,210,3
418.1,2019,217,2
418.1,2019,224,4
418.1,2019,231,4
419.1,2017,105,1
419.1,2017,126,1
419.1,2017,182,1
419.1,2017,189,1
419.1,2017,196,3
419.1,2017,203,2
419.1,2017,210,1
419.1,2017,217,1
419.1,2017,224,2
419.1,2017,231,4
419.1,2017,238,4
419.1,2017,245,1
419.1,2017,252,1
419.1,2017,259,2
419.1,2017,266,1
419.1,2017,280,1
419.1,2017,287,1
419.1,2017,294,1
419.1,2018,105,1
419.1,2018,154,1
419.1,2018,175,4
419.1,2018,182,3
419.1,2018,189,3
419.1,2018,196,3
419.1,2018,203,2
419.1,2018,210,1
419.1,2018,217,4
419.1,2018,224,3
419.1,2018,231,4
419.1,2018,238,1
419.1,2018,245,6
419.1,2018,252,4
419.1,2018,259,4
419.1,2018,266,1
419.1,2018,287,1
419.1,2018,294,1
419.1,2018,308,1
419.1,2019,77,1
419.1,2019,105,1
419.1,2019,112,1
419.1,2019,126,1
419.1,2019,154,2
419.1,2019,161,2
419.1,2019,168,2
419.1,2019,175,2
419.1,2019,182,3
419.1,2019,189,2
419.1,2019,196,3
419.1,2019,203,2
419.1,2019,210,2
419.1,2019,217,4
419.1,2019,224,16
419.1,2019,231,6
419.1,2019,238,2
420.1,2017,182,1
420.1,2017,189,1
420.1,2017,196,2
420.1,2017,210,2
420.1,2017,217,1
420.1,2017,224,1
420.1,2017,231,1
420.1,2017,259,3
420.1,2017,266,4
420.1,2018,105,1
420.1,2018,119,1
420.1,2018,210,1
420.1,2018,217,2
420.1,2018,224,3
420.1,2018,231,1
420.1,2018,245,1
420.1,2018,252,2
420.1,2018,259,1
420.1,2018,280,2
420.1,2018,287,1
420.1,2019,154,1
420.1,2019,161,2
420.1,2019,182,1
420.1,2019,189,3
420.1,2019,196,1
420.1,2019,203,1
420.1,2019,210,4
420.1,2019,217,6
420.1,2019,224,4
420.1,2019,231,6
421.1,2017,203,3
421.1,2017,210,1
421.1,2017,231,1
421.1,2018,182,2
421.1,2018,189,1
421.1,2018,217,1
421.1,2018,280,1
421.1,2018,287,1
421.1,2018,294,1
421.1,2019,126,3
421.1,2019,140,1
421.1,2019,189,1
421.1,2019,203,1
421.1,2019,231,1
422.1,2017,91,1
422.1,2017,189,1
422.1,2017,203,2
422.1,2017,224,1
422.1,2017,238,2
422.1,2018,147,3
422.1,2018,189,1
422.1,2018,196,2
422.1,2018,238,1
422.1,2018,245,1
422.1,2018,322,1
422.1,2019,105,3
422.1,2019,140,1
422.1,2019,147,2
422.1,2019,154,1
422.1,2019,161,1
422.1,2019,168,1
422.1,2019,175,3
422.1,2019,182,2
422.1,2019,203,2
422.1,2019,210,1
422.1,2019,217,4
422.1,2019,224,5
422.1,2019,231,2
423.1,2019,196,1
424.1,2019,196,1
443.1,2017,21,1
443.1,2017,56,3
443.1,2017,84,3
443.1,2017,91,1
443.1,2017,119,1
443.1,2017,126,1
443.1,2017,140,1
443.1,2017,161,1
443.1,2017,196,1
443.1,2017,203,2
443.1,2017,210,1
443.1,2017,217,6
443.1,2017,224,1
443.1,2017,231,3
443.1,2017,238,3
443.1,2017,245,1
443.1,2017,259,3
443.1,2017,266,6
443.1,2017,273,2
443.1,2017,280,1
443.1,2017,287,2
443.1,2017,294,2
443.1,2017,315,1
443.1,2017,329,2
443.1,2017,343,1
443.1,2018,7,1
443.1,2018,14,2
443.1,2018,21,1
443.1,2018,42,1
443.1,2018,49,1
443.1,2018,56,1
443.1,2018,70,2
443.1,2018,77,2
443.1,2018,84,1
443.1,2018,91,2
443.1,2018,98,1
443.1,2018,105,2
443.1,2018,112,1
443.1,2018,126,2
443.1,2018,140,1
443.1,2018,154,1
443.1,2018,161,2
443.1,2018,168,1
443.1,2018,175,1
443.1,2018,182,1
443.1,2018,189,5
443.1,2018,196,3
443.1,2018,203,2
443.1,2018,210,7
443.1,2018,217,4
443.1,2018,224,4
443.1,2018,231,4
443.1,2018,238,5
443.1,2018,245,3
443.1,2018,252,7
443.1,2018,259,4
443.1,2018,266,2
443.1,2018,273,8
443.1,2018,280,7
443.1,2018,287,2
443.1,2018,294,4
443.1,2018,301,1
443.1,2018,308,1
443.1,2018,315,3
443.1,2018,322,2
443.1,2018,329,1
443.1,2018,357,1
443.1,2019,21,3
443.1,2019,56,1
443.1,2019,63,1
443.1,2019,70,2
443.1,2019,84,1
443.1,2019,91,2
443.1,2019,98,1
443.1,2019,105,1
443.1,2019,112,5
443.1,2019,119,1
443.1,2019,133,3
443.1,2019,140,1
443.1,2019,147,2
443.1,2019,154,1
443.1,2019,161,2
443.1,2019,168,4
443.1,2019,175,3
443.1,2019,182,4
443.1,2019,189,4
443.1,2019,196,2
443.1,2019,203,2
443.1,2019,210,3
443.1,2019,217,4
443.1,2019,224,3
443.1,2019,231,2
444.1,2017,112,1
444.1,2017,147,2
444.1,2017,175,2
444.1,2017,182,4
444.1,2017,196,5
444.1,2017,203,1
444.1,2017,210,3
444.1,2017,217,2
444.1,2017,224,4
444.1,2017,231,6
444.1,2017,238,3
444.1,2017,252,1
444.1,2017,266,2
444.1,2017,273,2
444.1,2017,287,1
444.1,2017,294,2
444.1,2017,315,1
444.1,2017,322,1
444.1,2018,112,1
444.1,2018,119,3
444.1,2018,133,1
444.1,2018,147,1
444.1,2018,154,1
444.1,2018,161,3
444.1,2018,168,1
444.1,2018,175,5
444.1,2018,182,4
444.1,2018,189,5
444.1,2018,196,8
444.1,2018,203,5
444.1,2018,210,1
444.1,2018,217,3
444.1,2018,224,5
444.1,2018,231,2
444.1,2018,238,3
444.1,2018,245,4
444.1,2018,252,2
444.1,2018,259,2
444.1,2018,266,1
444.1,2018,273,1
444.1,2018,280,6
444.1,2018,287,1
444.1,2018,294,1
444.1,2018,301,4
444.1,2018,308,1
444.1,2018,315,1
444.1,2019,35,1
444.1,2019,84,1
444.1,2019,98,2
444.1,2019,112,1
444.1,2019,126,2
444.1,2019,133,1
444.1,2019,147,1
444.1,2019,154,2
444.1,2019,161,3
444.1,2019,168,2
444.1,2019,175,5
444.1,2019,182,5
444.1,2019,189,5
444.1,2019,196,3
444.1,2019,203,2
444.1,2019,210,10
444.1,2019,217,3
444.1,2019,224,1
444.1,2019,231,4
445.1,2017,224,1
445.1,2017,231,6
445.1,2017,238,2
445.1,2017,252,1
445.1,2018,147,1
445.1,2018,175,2
445.1,2018,182,1
445.1,2018,224,3
445.1,2018,231,1
445.1,2018,238,1
445.1,2018,245,1
445.1,2018,252,3
445.1,2019,84,1
445.1,2019,119,1
445.1,2019,182,1
445.1,2019,189,1
445.1,2019,196,1
446.1,2017,140,1
446.1,2017,175,1
446.1,2017,189,1
446.1,2017,231,9
446.1,2017,266,1
446.1,2017,357,1
446.1,2018,147,1
446.1,2018,175,2
446.1,2018,210,2
446.1,2018,217,1
446.1,2018,238,2
446.1,2018,245,9
446.1,2018,259,2
446.1,2018,266,1
446.1,2019,154,1
446.1,2019,161,3
446.1,2019,175,1
446.1,2019,182,4
446.1,2019,189,4
446.1,2019,196,4
446.1,2019,203,3
446.1,2019,210,6
446.1,2019,217,5
446.1,2019,224,10
446.1,2019,231,5
446.1,2019,238,2
447.1,2017,147,1
447.1,2017,189,1
447.1,2017,210,1
447.1,2017,217,3
447.1,2017,224,1
447.1,2017,245,1
447.1,2017,287,1
447.1,2018,112,1
447.1,2018,140,1
447.1,2018,147,1
447.1,2018,154,1
447.1,2018,175,2
447.1,2018,203,2
447.1,2018,224,3
447.1,2018,231,1
447.1,2018,238,5
447.1,2018,252,3
447.1,2018,280,2
447.1,2018,287,1
447.1,2019,147,1
447.1,2019,154,1
447.1,2019,189,3
447.1,2019,196,1
447.1,2019,203,1
447.1,2019,210,2
447.1,2019,217,4
447.1,2019,224,5
447.1,2019,231,3
448.1,2017,210,1
448.1,2017,224,2
448.1,2018,147,1
448.1,2018,217,2
448.1,2018,259,1
448.1,2019,147,1
448.1,2019,224,1
449.1,2017,133,1
449.1,2017,154,1
449.1,2017,161,6
449.1,2017,210,1
449.1,2017,252,1
449.1,2017,259,1
449.1,2018,161,1
449.1,2018,175,1
449.1,2018,196,1
449.1,2018,210,1
449.1,2018,217,1
449.1,2018,224,1
449.1,2018,238,1
449.1,2019,105,1
449.1,2019,168,1
449.1,2019,182,1
449.1,2019,210,8
449.1,2019,217,1
450.1,2017,231,1
450.1,2018,175,2
450.1,2018,196,3
450.1,2019,182,1
450.1,2019,210,3
450.1,2019,224,1
450.1,2019,231,1
451.1,2017,168,2
451.1,2017,203,1
451.1,2017,217,1
451.1,2017,224,3
451.1,2017,231,1
451.1,2017,245,1
451.1,2018,161,1
451.1,2018,175,1
451.1,2018,189,1
451.1,2018,203,1
451.1,2018,210,1
451.1,2019,210,3
451.1,2019,217,1
451.1,2019,224,1
452.1,2017,203,2
452.1,2017,217,1
454.1,2017,231,1
457.1,2018,217,1
470.1,2017,7,1
470.1,2017,14,1
470.1,2017,21,2
470.1,2017,28,1
470.1,2017,49,1
470.1,2017,63,1
470.1,2017,70,3
470.1,2017,77,1
470.1,2017,84,8
470.1,2017,91,7
470.1,2017,98,4
470.1,2017,105,16
470.1,2017,112,6
470.1,2017,119,11
470.1,2017,126,7
470.1,2017,133,3
470.1,2017,140,12
470.1,2017,147,5
470.1,2017,154,1
470.1,2017,161,3
470.1,2017,168,7
470.1,2017,175,8
470.1,2017,182,15
470.1,2017,189,13
470.1,2017,196,7
470.1,2017,203,9
470.1,2017,210,2
470.1,2017,217,10
470.1,2017,224,6
470.1,2017,231,5
470.1,2017,238,7
470.1,2017,245,8
470.1,2017,252,9
470.1,2017,266,9
470.1,2017,273,3
470.1,2017,280,1
470.1,2017,287,3
470.1,2017,294,6
470.1,2017,301,8
470.1,2017,308,5
470.1,2017,315,4
470.1,2017,322,10
470.1,2017,329,1
470.1,2017,336,3
470.1,2017,350,3
470.1,2017,357,2
470.1,2018,0,3
470.1,2018,7,2
470.1,2018,14,2
470.1,2018,21,3
470.1,2018,28,1
470.1,2018,35,8
470.1,2018,49,1
470.1,2018,63,6
470.1,2018,70,4
470.1,2018,77,4
470.1,2018,84,3
470.1,2018,91,5
470.1,2018,98,8
470.1,2018,105,9
470.1,2018,112,30
470.1,2018,119,18
470.1,2018,126,8
470.1,2018,133,7
470.1,2018,140,12
470.1,2018,147,16
470.1,2018,154,7
470.1,2018,161,4
470.1,2018,168,5
470.1,2018,175,5
470.1,2018,182,11
470.1,2018,189,7
470.1,2018,196,17
470.1,2018,203,13
470.1,2018,210,9
470.1,2018,217,10
470.1,2018,224,12
470.1,2018,231,8
470.1,2018,238,12
470.1,2018,245,6
470.1,2018,252,9
470.1,2018,259,4
470.1,2018,273,13
470.1,2018,280,15
470.1,2018,287,7
470.1,2018,294,8
470.1,2018,301,8
470.1,2018,308,4
470.1,2018,315,6
470.1,2018,322,5
470.1,2018,329,10
470.1,2018,336,8
470.1,2018,343,8
470.1,2018,357,5
470.1,2018,364,1
470.1,2019,0,9
470.1,2019,7,2
470.1,2019,14,2
470.1,2019,21,4
470.1,2019,28,2
470.1,2019,35,1
470.1,2019,49,1
470.1,2019,56,2
470.1,2019,63,8
470.1,2019,70,3
470.1,2019,77,8
470.1,2019,84,14
470.1,2019,91,4
470.1,2019,98,9
470.1,2019,105,13
470.1,2019,112,19
470.1,2019,119,12
470.1,2019,126,9
470.1,2019,133,3
470.1,2019,140,7
470.1,2019,147,12
470.1,2019,154,12
470.1,2019,161,16
470.1,2019,168,10
470.1,2019,175,8
470.1,2019,182,16
470.1,2019,189,8
470.1,2019,196,28
470.1,2019,203,11
470.1,2019,210,12
470.1,2019,217,20
470.1,2019,224,16
470.1,2019,231,11
470.1,2019,238,1
471.1,2017,42,1
471.1,2017,56,1
471.1,2017,63,1
471.1,2017,70,1
471.1,2017,77,3
471.1,2017,84,4
471.1,2017,91,4
471.1,2017,98,6
471.1,2017,105,5
471.1,2017,112,3
471.1,2017,119,4
471.1,2017,126,10
471.1,2017,133,2
471.1,2017,140,9
471.1,2017,147,7
471.1,2017,154,2
471.1,2017,161,9
471.1,2017,168,7
471.1,2017,175,3
471.1,2017,182,6
471.1,2017,189,4
471.1,2017,196,3
471.1,2017,203,11
471.1,2017,210,5
471.1,2017,217,6
471.1,2017,224,8
471.1,2017,231,8
471.1,2017,238,3
471.1,2017,245,10
471.1,2017,252,10
471.1,2017,259,6
471.1,2017,266,1
471.1,2017,273,7
471.1,2017,280,6
471.1,2017,287,3
471.1,2017,294,2
471.1,2017,301,5
471.1,2017,308,5
471.1,2017,315,2
471.1,2017,322,6
471.1,2017,329,5
471.1,2017,336,1
471.1,2017,343,2
471.1,2017,350,3
471.1,2017,357,1
471.1,2018,7,2
471.1,2018,28,1
471.1,2018,35,2
471.1,2018,42,3
471.1,2018,56,1
471.1,2018,63,4
471.1,2018,70,2
471.1,2018,77,2
471.1,2018,84,5
471.1,2018,91,6
471.1,2018,98,10
471.1,2018,105,4
471.1,2018,112,15
471.1,2018,119,11
471.1,2018,126,11
471.1,2018,133,19
471.1,2018,140,15
471.1,2018,147,7
471.1,2018,154,6
471.1,2018,161,7
471.1,2018,168,12
471.1,2018,175,9
471.1,2018,182,10
471.1,2018,189,11
471.1,2018,196,19
471.1,2018,203,12
471.1,2018,210,14
471.1,2018,217,11
471.1,2018,224,13
471.1,2018,231,20
471.1,2018,238,12
471.1,2018,245,18
471.1,2018,252,4
471.1,2018,259,11
471.1,2018,266,4
471.1,2018,273,7
471.1,2018,280,10
471.1,2018,287,12
471.1,2018,294,8
471.1,2018,301,6
471.1,2018,308,3
471.1,2018,315,1
471.1,2018,322,4
471.1,2018,329,4
471.1,2018,336,1
471.1,2018,350,2
471.1,2018,357,2
471.1,2018,364,1
471.1,2019,7,1
471.1,2019,14,1
